angle,max_freq,min_freq
0.0,3.5087383178656313,3.4758170599868365
2.0454545454545454,3.5186208788042466,3.4547751553402013
4.090909090909091,3.5424582192586627,3.4387744570391723
6.136363636363636,3.5752477830036455,3.4273656772383845
8.181818181818182,3.614419579807166,3.420390860426947
10.227272727272728,3.6615817351486175,3.417946795914836
12.272727272727272,3.7144449273424827,3.420015089669136
14.318181818181818,3.7747587667550757,3.4265806763977733
16.363636363636363,3.8435658977139973,3.4378641060691577
18.40909090909091,3.920198543008147,3.453926013673811
20.454545454545457,4.004998785208633,3.4748694138218155
22.5,4.098402469791747,3.5009652142140086
24.545454545454543,4.20088972161074,3.532470991932127
26.590909090909093,4.313088109161249,3.5697206880082755
28.636363636363637,4.435450102368814,3.612999647054663
30.681818181818183,4.568790013305285,3.662794913433701
32.72727272727273,4.713180251136398,3.7196414469720933
34.77272727272727,4.869686131823818,3.7842074014271305
36.81818181818182,5.03834622501045,3.857282081261276
38.86363636363637,5.220455639985875,3.9398316192935745
40.909090909090914,5.4158857100033995,4.033044629481783
42.95454545454546,5.624998622085521,4.138352561493196
45.0,5.8482733249288685,4.257594067495809
47.04545454545455,6.0858556735321185,4.393025026493345
49.090909090909086,6.337323930942873,4.54764895216099
51.13636363636364,6.602567726345795,4.725707083209206
53.18181818181819,6.8813028189980034,4.932374401618304
55.22727272727273,7.1736204271966955,5.175377454263985
57.27272727272727,7.479555538000984,5.465869952963515
59.31818181818182,7.799488159119949,5.820606168905486
61.36363636363637,8.136430392180195,6.266230838022237
63.409090909090914,8.496086591347952,6.847532445112422
65.45454545454545,8.887004127729089,7.642910195038041
67.5,9.33187534229102,8.782359161311218
69.54545454545455,10.419727585530786,9.827421427378058
71.5909090909091,12.549075853980117,10.430067550489104
73.63636363636364,14.666335720563264,11.192874317815688
75.68181818181819,16.25052874794773,12.25518674336155
77.72727272727273,17.516035844346728,14.399442978694205
79.77272727272728,22.976088750245015,18.88057164139861
81.81818181818183,26.413423008351334,21.347377961039605
83.86363636363637,35.41543125955101,29.12048321272724
85.90909090909092,53.538906875791604,50.765184702712915
87.95454545454545,113.40462904946484,107.2329780028207
90.0,171.2020494719986,171.2020494719986
