angle,max_freq,min_freq
0.0,3.4747212661297735,3.472051870808773
2.0454545454545454,3.476846697754867,3.474385067061256
4.090909090909091,3.4832366315662266,3.4811679640295874
6.136363636363636,3.493932244756945,3.4923650925615735
8.181818181818182,3.509020777368103,3.508084519381015
10.227272727272728,3.5291093851898787,3.5283855119901473
12.272727272727272,3.553928318473299,3.55341885023017
14.318181818181818,3.5840052101097597,3.583559581350866
16.363636363636363,3.619742722771974,3.618999611499405
18.40909090909091,3.6650355860613195,3.6596340270355174
20.454545454545457,3.7232267824569285,3.7059469894667227
22.5,3.790493886350095,3.7581984329459432
24.545454545454543,3.8672763753927457,3.8174004118103353
26.590909090909093,3.9545790151579143,3.8836050104968036
28.636363636363637,4.05314841514012,3.957219689059637
30.681818181818183,4.163236790875624,4.040377989748818
32.72727272727273,4.286128474945056,4.132983750421749
34.77272727272727,4.423988893247852,4.240068447959372
36.81818181818182,4.576938723807143,4.362969097057596
38.86363636363637,4.746306855593049,4.502683191630493
40.909090909090914,4.933427996168858,4.661251345890983
42.95454545454546,5.1398326887795065,4.842429246814676
45.0,5.3671714449230175,5.053001237590847
47.04545454545455,5.61649371838376,5.2952316419496395
49.090909090909086,5.888978684788762,5.5741375061125655
51.13636363636364,6.186253429491725,5.893316609294653
53.18181818181819,6.509578193280466,6.260044323211529
55.22727272727273,6.862604255413913,6.679710952132583
57.27272727272727,7.253796822346816,7.159400910112156
59.31818181818182,7.702224582751623,7.686696895563613
61.36363636363637,8.309042071790055,8.207027825921012
63.409090909090914,8.97316176001144,8.82566214072756
65.45454545454545,9.698594328110472,9.592955141640616
67.5,10.550513629406675,10.532398809279668
69.54545454545455,11.68114110375648,11.5646936221331
71.5909090909091,12.995282895906403,12.921835052121015
73.63636363636364,14.656509339369997,14.640195070443333
75.68181818181819,16.838735299802515,16.771179916037557
77.72727272727273,19.690330962604463,19.63838268256796
79.77272727272728,23.83536937964272,23.74388671352285
81.81818181818183,30.022527677859813,29.881132565277415
83.86363636363637,40.37296709497284,40.16294800047774
85.90909090909092,61.189641691111746,60.857939618361236
87.95454545454545,123.41483686260413,121.44468897253218
90.0,102.97257707543478,97.89036748382179
