angle,max_freq,min_freq
0.0,3.5087383178656313,3.4758170599868365
2.0454545454545454,3.5105070260086384,3.4788682643101505
4.090909090909091,3.515906140384336,3.4875743271296846
6.136363636363636,3.525043689423248,3.5021139398975234
8.181818181818182,3.538236506030838,3.522391616888299
10.227272727272728,3.5557911602593473,3.548139270555605
12.272727272727272,3.5791875701754408,3.575661612005467
14.318181818181818,3.615133058954569,3.6032466052432834
16.363636363636363,3.655943313421954,3.6364029296107816
18.40909090909091,3.701321868195579,3.676014638047691
20.454545454545457,3.751504505584495,3.7239510271449148
22.5,3.806458190308742,3.7816496029160063
24.545454545454543,3.8664654656059554,3.850792273179688
26.590909090909093,3.9338443782263237,3.9311888097108345
28.636363636363637,4.0305491091263,4.002412270181044
30.681818181818183,4.143159513955016,4.07970642310847
32.72727272727273,4.2721542002779485,4.164713611843646
34.77272727272727,4.415564184494146,4.25849589031573
36.81818181818182,4.569707848350332,4.363544434060193
38.86363636363637,4.7315902005004675,4.484609496255488
40.909090909090914,4.896512390972609,4.629944281353155
42.95454545454546,5.065293807587071,4.8103900822534165
45.0,5.2369688543077855,5.032370408116501
47.04545454545455,5.414350702221164,5.302105970463831
49.090909090909086,5.6195172101847435,5.588335527191033
51.13636363636364,5.964596298124572,5.803664343180699
53.18181818181819,6.308553859152344,6.0364595597389865
55.22727272727273,6.639831681749311,6.348033052392204
57.27272727272727,6.967756400851355,6.787646500628016
59.31818181818182,7.390481795110482,7.307969569541654
61.36363636363637,8.001594226336701,7.699961352646432
63.409090909090914,8.541929001034706,8.24604430319496
65.45454545454545,9.179310119457057,9.073075868420917
67.5,10.098036186567922,9.715354768496585
69.54545454545455,10.994038959956331,10.874532404844292
71.5909090909091,12.245922030096446,11.876515964340017
73.63636363636364,13.845277916282438,13.382567862615304
75.68181818181819,15.80848417869882,15.315501641071279
77.72727272727273,18.238625632795404,17.94048986347167
79.77272727272728,21.975772269446644,21.489761961303177
81.81818181818183,27.63048902955643,26.973152966854922
83.86363636363637,37.16646287448308,36.27139327274425
85.90909090909092,56.60063651202941,55.310059650300786
87.95454545454545,79.5573637092991,79.5507947304944
90.0,63.39496104487804,59.90220248000035
