angle,max_freq,min_freq
0.0,3.4747212661297735,3.472051870808773
2.0454545454545454,3.5406898036176937,3.411039314331261
4.090909090909091,3.615826552974569,3.3563058448278604
6.136363636363636,3.6982279605467197,3.307885556416403
8.181818181818182,3.7880869701879356,3.2656113192244405
10.227272727272728,3.8853936918511964,3.2293237207829915
12.272727272727272,3.9903589067374403,3.198724303256261
14.318181818181818,4.102340348234326,3.1737352043149274
16.363636363636363,4.221087169046706,3.1544012852944268
18.40909090909091,4.345546377030317,3.140544960211182
20.454545454545457,4.475197818552054,3.1321715467506004
22.5,4.607915314202291,3.1293407463122427
24.545454545454543,4.742494768926747,3.1321772479916654
26.590909090909093,4.877391709447034,3.1408815614992767
28.636363636363637,5.01087441216419,3.1557456191091373
30.681818181818183,5.141444237077059,3.177187088323319
32.72727272727273,5.2677984962180355,3.2057568051925704
34.77272727272727,5.389494357934458,3.2420786035442237
36.81818181818182,5.506380657174772,3.286962253049926
38.86363636363637,5.61876992627198,3.3417523509730716
40.909090909090914,5.7273401377716615,3.4079021219288133
42.95454545454546,5.833090114162836,3.4873502248160015
45.0,5.937249914548226,3.582825422031577
47.04545454545455,6.041212274272195,3.700006589173668
49.090909090909086,6.146435520277839,3.84425302202405
51.13636363636364,6.254721723925193,4.027791778060768
53.18181818181819,6.36791056121775,4.272858524613011
55.22727272727273,6.4882594962557105,4.631367460772693
57.27272727272727,6.617977985658929,5.30672956794619
59.31818181818182,7.07807137093556,6.759646095800585
61.36363636363637,9.089960985028373,6.917159433550546
63.409090909090914,9.889829887312947,7.095398329597515
65.45454545454545,10.436682092355698,7.301219341997732
67.5,10.887947630975711,7.545961826489877
69.54545454545455,11.299906582956368,7.8496219189151315
71.5909090909091,11.70553076348346,8.25767718355706
73.63636363636364,15.585703386027893,12.13310805843543
75.68181818181819,16.541641643029763,12.618060247709305
77.72727272727273,20.75180513924211,17.16916781831507
79.77272727272728,22.414549412166114,18.09622898416822
81.81818181818183,28.07727137726095,23.548589992679084
83.86363636363637,39.09584628700341,34.410927565403824
85.90909090909092,61.25426574710196,56.58721480358365
87.95454545454545,113.6464476274182,108.82030994531837
90.0,111.88252027006358,111.88252027006357
